Date,Start Time (EDT),Away,Away Score,Home,Home Score,Status,Away Starter,Home Starter,O/U,Over,Under,Away ML,Home ML,Home RL Spread,RL Away,RL Home
2025-08-17,2:15 PM,New York Yankees,8,St. Louis Cardinals,4,Final,Will Warren,Miles Mikolas,9.0,100,-120,-155,+130,+1.5,+105,-125
2025-08-17,2:20 PM,Pittsburgh Pirates,3,Chicago Cubs,4,Final,Carmen Mlodzinski,Javier Assad,7.0,-120,100,+165,-200,-1.5,-135,+115
2025-08-17,3:10 PM,Arizona Diamondbacks,5,Colorado Rockies,6,Final,Nabil Crismatt,Antonio Senzatela,12.5,-105,-115,-155,+130,+1.5,+105,-125
2025-08-17,4:05 PM,Los Angeles Angels,11,Athletics,5,Final,José Soriano,Jeffrey Springs,10.0,-110,-110,-110,-110,+1.5,+145,-170
2025-08-17,4:05 PM,Tampa Bay Rays,1,San Francisco Giants,7,Final,Ryan Pepiot,Logan Webb,7.0,-110,-110,+115,-135,-1.5,-200,+165
2025-08-17,4:10 PM,San Diego Padres,4,Los Angeles Dodgers,5,Final,Yu Darvish,Tyler Glasnow,8.5,-120,100,+125,-150,-1.5,-170,+145
2025-08-17,7:10 PM,Seattle Mariners,3,New York Mets,7,Final,George Kirby,Clay Holmes,8.5,100,-120,-120,+100,+1.5,+140,-165
2025-08-18,2:20 PM,Milwaukee Brewers,7,Chicago Cubs,0,Final,Freddy Peralta,Cade Horton,8.0,100,-120,+105,-125,-1.5,-210,+175
2025-08-18,6:40 PM,Houston Astros,0,Detroit Tigers,10,Final,Spencer Arrighetti,Jack Flaherty,8.0,-120,100,+125,-150,-1.5,-160,+135
2025-08-18,6:40 PM,Toronto Blue Jays,2,Pittsburgh Pirates,5,Final,Kevin Gausman,Paul Skenes,7.0,105,-125,-105,-115,-1.5,-230,+190
2025-08-18,6:40 PM,St. Louis Cardinals,8,Miami Marlins,3,Final,Matthew Liberatore,Eury Pérez,7.5,-105,-115,+120,-140,-1.5,-180,+150
2025-08-18,6:45 PM,Seattle Mariners,7,Philadelphia Phillies,12,Final,Logan Gilbert,Ranger Suárez,7.5,-115,-105,+105,-125,-1.5,-225,+185
2025-08-18,7:10 PM,Baltimore Orioles,6,Boston Red Sox,3,Final,Trevor Rogers,Dustin May,8.0,-110,-110,+105,-125,-1.5,-200,+165
2025-08-18,7:15 PM,Chicago White Sox,13,Atlanta Braves,9,Final,Yoendrys Gómez,Spencer Strider,9.0,100,-120,+180,-220,-1.5,-115,-105
2025-08-18,7:40 PM,Texas Rangers,3,Kansas City Royals,4,Final,Jack Leiter,Michael Wacha,9.0,-120,100,+110,-130,-1.5,-185,+155
2025-08-18,8:40 PM,Los Angeles Dodgers,3,Colorado Rockies,4,Final,Yoshinobu Yamamoto,Kyle Freeland,11.5,-105,-115,-310,+250,+1.5,-200,+165
2025-08-18,9:38 PM,Cincinnati Reds,4,Los Angeles Angels,1,Final,Brady Singer,Victor Mederos,9.0,-125,105,-115,-105,+1.5,+145,-170
2025-08-18,9:40 PM,Cleveland Guardians,3,Arizona Diamondbacks,1,Final,Gavin Williams,Zac Gallen,9.0,-105,-115,+105,-125,-1.5,-205,+170
2025-08-18,9:40 PM,San Francisco Giants,4,San Diego Padres,3,Final,Robbie Ray,Nestor Cortes,7.5,-120,100,+130,-155,-1.5,-180,+150
2025-08-19,2:20 PM,Milwaukee Brewers,4,Chicago Cubs,6,Final,Chad Patrick,Matthew Boyd,7.0,105,-125,+130,-155,-1.5,-180,+150
2025-08-19,6:40 PM,Houston Astros,0,Detroit Tigers,1,Final,Hunter Brown,Tarik Skubal,7.5,100,-120,+135,-160,-1.5,-165,+140
2025-08-19,6:40 PM,Toronto Blue Jays,7,Pittsburgh Pirates,3,Final,Max Scherzer,Mitch Keller,7.5,-115,-105,-140,+120,+1.5,+115,-135
2025-08-19,6:40 PM,St. Louis Cardinals,7,Miami Marlins,4,Final,Michael McGreevy,Edward Cabrera,8.0,100,-120,+125,-150,-1.5,-180,+150
2025-08-19,6:45 PM,New York Mets,8,Washington Nationals,1,Final,David Peterson,Jake Irvin,9.0,-115,-105,-200,+165,+1.5,-120,+100
2025-08-19,6:45 PM,Seattle Mariners,4,Philadelphia Phillies,6,Final,Bryce Miller,Cristopher Sánchez,8.0,-120,100,+160,-190,-1.5,-125,+105
2025-08-19,7:10 PM,Baltimore Orioles,4,Boston Red Sox,3,Final,Tomoyuki Sugano,Walker Buehler,9.0,-125,105,+125,-150,-1.5,-170,+145
2025-08-19,7:15 PM,Chicago White Sox,10,Atlanta Braves,11,Final,Shane Smith,Bryce Elder,8.5,-120,100,+135,-160,-1.5,-150,+125
2025-08-19,7:35 PM,New York Yankees,13,Tampa Bay Rays,3,Final,Carlos Rodón,Shane Baz,8.0,-110,-110,-140,+120,+1.5,+130,-155
2025-08-19,7:40 PM,Texas Rangers,2,Kansas City Royals,5,Final,Merrill Kelly,Seth Lugo,8.5,-110,-110,-115,-105,-1.5,-240,+195
2025-08-19,7:40 PM,Athletics,6,Minnesota Twins,3,Final,Jacob Lopez,Joe Ryan,8.5,-115,-105,+120,-140,-1.5,-170,+145
2025-08-19,8:05 PM,Milwaukee Brewers,1,Chicago Cubs,4,Final,Brandon Woodruff,Jameson Taillon,6.5,-120,100,-130,+110,+1.5,+145,-170
2025-08-19,8:40 PM,Los Angeles Dodgers,11,Colorado Rockies,4,Final,Emmet Sheehan,Austin Gomber,12.0,-115,-105,-260,+210,+1.5,-190,+160
2025-08-19,9:38 PM,Cincinnati Reds,6,Los Angeles Angels,4,Final,Hunter Greene,Kyle Hendricks,8.5,-115,-105,-135,+115,+1.5,+120,-140
2025-08-19,9:40 PM,Cleveland Guardians,5,Arizona Diamondbacks,6,Final,Tanner Bibee,Eduardo Rodriguez,8.5,-120,100,+100,-120,-1.5,-205,+170
2025-08-19,9:40 PM,San Francisco Giants,1,San Diego Padres,5,Final,Kai-Wei Teng,Nick Pivetta,8.0,105,-125,+175,-210,-1.5,-120,+100
2025-08-20,12:35 PM,Toronto Blue Jays,1,Pittsburgh Pirates,2,Final,Chris Bassitt,Johan Oviedo,8.5,-115,-105,-170,+145,+1.5,-105,-115
2025-08-20,1:05 PM,Seattle Mariners,2,Philadelphia Phillies,11,Final,Luis Castillo,Jesús Luzardo,8.5,-125,105,+130,-155,-1.5,-160,+135
2025-08-20,1:10 PM,Houston Astros,2,Detroit Tigers,7,Final,Framber Valdez,Charlie Morton,8.5,100,-120,-125,+105,+1.5,+135,-160
2025-08-20,3:40 PM,Cleveland Guardians,2,Arizona Diamondbacks,3,Final,Parker Messick,Brandon Pfaadt,9.0,-120,100,+100,-120,-1.5,-205,+170
2025-08-20,6:40 PM,St. Louis Cardinals,2,Miami Marlins,6,Final,Andre Pallante,Sandy Alcantara,8.5,-105,-115,+105,-125,-1.5,-205,+170
2025-08-20,6:45 PM,New York Mets,4,Washington Nationals,5,Final,Kodai Senga,Brad Lord,9.0,-110,-110,-170,+145,+1.5,+100,-120
2025-08-20,7:15 PM,Chicago White Sox,0,Atlanta Braves,1,Final,Martín Pérez,Hurston Waldrep,9.0,-110,-110,+160,-190,-1.5,-125,+105
2025-08-20,7:35 PM,New York Yankees,6,Tampa Bay Rays,4,Final,Cam Schlittler,Drew Rasmussen,8.5,-115,-105,+100,-120,-1.5,-210,+175
2025-08-20,7:40 PM,Texas Rangers,6,Kansas City Royals,3,Final,Caleb Boushley,Noah Cameron,8.0,-105,-115,-120,+100,+1.5,+150,-180
2025-08-20,7:40 PM,Athletics,4,Minnesota Twins,2,Final,J.T. Ginn,Bailey Ober,9.0,-115,-105,+105,-125,-1.5,-190,+160
2025-08-20,8:05 PM,Milwaukee Brewers,3,Chicago Cubs,4,Final,Jacob Misiorowski,Colin Rea,7.0,105,-125,-115,-105,+1.5,+155,-185
2025-08-20,8:40 PM,Los Angeles Dodgers,3,Colorado Rockies,8,Final,Shohei Ohtani,Tanner Gordon,11.5,-115,-105,-315,+255,+1.5,-210,+175
2025-08-20,9:38 PM,Cincinnati Reds,1,Los Angeles Angels,2,Final,Nick Martinez,Yusei Kikuchi,9.0,-105,-115,+115,-135,-1.5,-170,+145
2025-08-20,9:40 PM,San Francisco Giants,1,San Diego Padres,8,Final,Landen Roupp,JP Sears,8.0,-110,-110,+130,-155,-1.5,-160,+135
2025-08-21,1:10 PM,Athletics,8,Minnesota Twins,3,Final,Jack Perkins,José Ureña,9.5,100,-120,-115,-105,+1.5,+140,-165
2025-08-21,2:10 PM,Texas Rangers,4,Kansas City Royals,6,Final,Patrick Corbin,Michael Lorenzen,9.0,-115,-105,+100,-120,-1.5,-210,+175
2025-08-21,2:20 PM,Milwaukee Brewers,4,Chicago Cubs,1,Final,Quinn Priester,Shota Imanaga,6.5,-115,-105,+120,-140,-1.5,-200,+165
2025-08-21,3:10 PM,Los Angeles Dodgers,9,Colorado Rockies,5,Final,Clayton Kershaw,Chase Dollander,12.0,-105,-115,-225,+185,+1.5,-155,+130
2025-08-21,4:05 PM,New York Mets,3,Washington Nationals,9,Final,Sean Manaea,MacKenzie Gore,8.0,-115,-105,-135,+115,+1.5,+125,-150
2025-08-21,4:10 PM,San Francisco Giants,4,San Diego Padres,8,Final,Justin Verlander,Dylan Cease,7.5,-115,-105,+160,-190,-1.5,-130,+110
2025-08-21,7:15 PM,Houston Astros,7,Baltimore Orioles,2,Final,Jason Alexander,Brandon Young,8.5,-120,100,+100,-120,-1.5,-200,+165
2025-08-21,7:15 PM,Boston Red Sox,6,New York Yankees,3,Final,Lucas Giolito,Luis Gil,8.5,-120,100,+125,-150,-1.5,-170,+145
2025-08-21,7:35 PM,St. Louis Cardinals,7,Tampa Bay Rays,4,Final,Sonny Gray,Joe Boyle,8.5,100,-120,-115,-105,+1.5,+150,-180
2025-08-22,6:40 PM,Colorado Rockies,0,Pittsburgh Pirates,9,Final,Antonio Senzatela,Braxton Ashcraft,8.5,-105,-115,+195,-240,-1.5,-110,-110
2025-08-22,6:45 PM,Washington Nationals,5,Philadelphia Phillies,4,Final,Cade Cavalli,Taijuan Walker,9.0,-115,-105,+170,-205,-1.5,-120,+100
2025-08-22,7:05 PM,Houston Astros,10,Baltimore Orioles,7,Final,Lance McCullers Jr.,Cade Povich,9.0,-120,100,-115,-105,-1.5,-220,+180
2025-08-22,7:05 PM,Boston Red Sox,1,New York Yankees,0,Final,Brayan Bello,Max Fried,8.5,-110,-110,+170,-205,-1.5,-125,+105
2025-08-22,7:10 PM,Kansas City Royals,5,Detroit Tigers,7,Final,Ryan Bergert,Casey Mize,8.5,-115,-105,+135,-160,-1.5,-155,+130
2025-08-22,7:10 PM,Toronto Blue Jays,5,Miami Marlins,2,Final,Shane Bieber,Ryan Gusto,8.0,-110,-110,-160,+135,+1.5,+100,-120
2025-08-22,7:15 PM,New York Mets,12,Atlanta Braves,7,Final,Nolan McLean,Joey Wentz,8.5,-120,100,-105,-115,-1.5,-210,+175
2025-08-22,7:35 PM,St. Louis Cardinals,6,Tampa Bay Rays,10,Final,Miles Mikolas,Adrian Houser,9.0,100,-120,+115,-135,-1.5,-180,+150
2025-08-22,7:40 PM,Minnesota Twins,9,Chicago White Sox,7,Final,Zebby Matthews,Aaron Civale,8.5,-110,-110,-130,+110,+1.5,+130,-155
2025-08-22,8:05 PM,Cleveland Guardians,3,Texas Rangers,4,Final,Slade Cecconi,Nathan Eovaldi,7.5,-115,-105,+135,-160,-1.5,-155,+130
2025-08-22,8:10 PM,San Francisco Giants,4,Milwaukee Brewers,5,Final,Carson Whisenhunt,Jose Quintana,9.0,-105,-115,+155,-185,-1.5,-135,+115
2025-08-22,9:38 PM,Chicago Cubs,3,Los Angeles Angels,2,Final,Javier Assad,Tyler Anderson,9.5,-115,-105,-125,+105,+1.5,+125,-150
2025-08-22,9:40 PM,Cincinnati Reds,5,Arizona Diamondbacks,6,Final,Zack Littell,Ryne Nelson,9.0,-105,-115,+115,-135,-1.5,-185,+155
2025-08-22,9:40 PM,Los Angeles Dodgers,1,San Diego Padres,2,Final,Blake Snell,Yu Darvish,8.0,-120,100,-125,+105,+1.5,+140,-165
2025-08-22,10:10 PM,Athletics,2,Seattle Mariners,3,Final,Luis Morales,Bryan Woo,8.0,-120,100,+185,-225,-1.5,-115,-105
2025-08-23,1:05 PM,Boston Red Sox,12,New York Yankees,1,Final,Garrett Crochet,Will Warren,8.0,-105,-115,-120,+100,+1.5,+145,-170
2025-08-23,4:10 PM,Toronto Blue Jays,7,Miami Marlins,6,Final,José Berríos,Janson Junk,8.5,-105,-115,-140,+120,+1.5,+115,-135
2025-08-23,6:05 PM,Washington Nationals,4,Philadelphia Phillies,6,Final,Mitchell Parker,Aaron Nola,10.5,-110,-110,+210,-260,-1.5,+110,-130
2025-08-23,6:10 PM,Kansas City Royals,2,Detroit Tigers,4,Final,Michael Wacha,Chris Paddack,8.5,-120,100,+105,-125,-1.5,-200,+165
2025-08-23,6:40 PM,Colorado Rockies,1,Pittsburgh Pirates,5,Final,Kyle Freeland,Mike Burrows,8.0,-115,-105,+155,-185,-1.5,-140,+120
2025-08-23,7:05 PM,Houston Astros,9,Baltimore Orioles,8,Final,Cristian Javier,Dean Kremer,9.0,-105,-115,+100,-120,-1.5,-210,+170
2025-08-23,7:05 PM,Cleveland Guardians,0,Texas Rangers,10,Final,Logan Allen,Jack Leiter,8.5,-110,-110,+110,-130,-1.5,-190,+160
2025-08-23,7:10 PM,Minnesota Twins,3,Chicago White Sox,7,Final,Mick Abel,Davis Martin,9.5,100,-120,-110,-110,+1.5,+150,-180
2025-08-23,7:10 PM,San Francisco Giants,7,Milwaukee Brewers,1,Final,Logan Webb,Freddy Peralta,7.0,-125,105,+115,-135,-1.5,-190,+160
2025-08-23,7:15 PM,New York Mets,9,Atlanta Braves,2,Final,Clay Holmes,Cal Quantrill,9.0,-115,-105,-120,+100,+1.5,+135,-160
2025-08-23,8:10 PM,Cincinnati Reds,1,Arizona Diamondbacks,10,Final,Andrew Abbott,Jalen Beeks,9.0,-110,-110,-125,+105,+1.5,+130,-155
2025-08-23,8:40 PM,Los Angeles Dodgers,1,San Diego Padres,5,Final,Tyler Glasnow,Nestor Cortes,8.5,-120,100,-140,+120,+1.5,+125,-150
2025-08-23,9:38 PM,Chicago Cubs,12,Los Angeles Angels,1,Final,Cade Horton,Victor Mederos,10.0,100,-120,-155,+130,+1.5,+100,-120
2025-08-23,9:40 PM,Athletics,2,Seattle Mariners,1,Final,Jeffrey Springs,George Kirby,8.0,-110,-110,+145,-170,-1.5,-150,+125
2025-08-24,12:05 PM,Colorado Rockies,0,Pittsburgh Pirates,4,Final,McCade Brown,Paul Skenes,7.5,-110,-110,+235,-290,-1.5,+115,-135
2025-08-24,12:10 PM,St. Louis Cardinals,2,Tampa Bay Rays,7,Final,Matthew Liberatore,Ryan Pepiot,9.0,-105,-115,+125,-150,-1.5,-180,+150
2025-08-24,1:35 PM,Houston Astros,2,Baltimore Orioles,3,Final,Spencer Arrighetti,Trevor Rogers,9.0,-110,-110,+115,-135,-1.5,-180,+150
2025-08-24,1:35 PM,Washington Nationals,2,Philadelphia Phillies,3,Final,Jake Irvin,Ranger Suárez,9.5,-120,100,+210,-260,-1.5,+115,-135
2025-08-24,1:35 PM,New York Mets,3,Atlanta Braves,4,Final,David Peterson,Bryce Elder,9.5,-115,-105,-140,+120,+1.5,+115,-135
2025-08-24,1:40 PM,Kansas City Royals,10,Detroit Tigers,8,Final,Seth Lugo,Jack Flaherty,8.0,-110,-110,+130,-155,-1.5,-160,+135
2025-08-24,1:40 PM,Toronto Blue Jays,3,Miami Marlins,5,Final,Kevin Gausman,Eury Pérez,7.5,-105,-115,-130,+110,+1.5,+130,-155
2025-08-24,2:10 PM,Minnesota Twins,0,Chicago White Sox,8,Final,Taj Bradley,Yoendrys Gómez,9.0,-110,-110,-115,-105,+1.5,+140,-165
2025-08-24,2:10 PM,San Francisco Giants,4,Milwaukee Brewers,3,Final,Robbie Ray,Chad Patrick,8.0,-110,-110,+115,-135,-1.5,-190,+160
2025-08-24,2:35 PM,Cleveland Guardians,0,Texas Rangers,5,Final,Gavin Williams,Merrill Kelly,7.5,-115,-105,+105,-125,-1.5,-205,+170
2025-08-24,4:07 PM,Chicago Cubs,4,Los Angeles Angels,3,Final,Jameson Taillon,Kyle Hendricks,9.5,-125,105,-140,+120,+1.5,+115,-135
2025-08-24,4:10 PM,Cincinnati Reds,6,Arizona Diamondbacks,1,Final,Brady Singer,Zac Gallen,9.0,-105,-115,+105,-125,-1.5,-190,+160
2025-08-24,4:10 PM,Los Angeles Dodgers,8,San Diego Padres,2,Final,Yoshinobu Yamamoto,Nick Pivetta,8.0,-115,-105,-115,-105,+1.5,+150,-180
2025-08-24,4:10 PM,Athletics,4,Seattle Mariners,11,Final,Jacob Lopez,Logan Gilbert,7.5,-115,-105,+150,-180,-1.5,-155,+130
2025-08-24,7:10 PM,Boston Red Sox,2,New York Yankees,7,Final,Dustin May,Carlos Rodón,8.5,-115,-105,+140,-165,-1.5,-150,+125
2025-08-25,6:35 PM,Boston Red Sox,4,Baltimore Orioles,3,Final,Brennan Bernardino,Tomoyuki Sugano,9.0,-105,-115,-120,+100,+1.5,+135,-160
2025-08-25,6:40 PM,Tampa Bay Rays,9,Cleveland Guardians,0,Final,Ian Seymour,Tanner Bibee,7.5,-105,-115,+100,-120,-1.5,-205,+170
2025-08-25,6:40 PM,Atlanta Braves,1,Miami Marlins,2,Final,Spencer Strider,Edward Cabrera,8.0,-110,-110,-125,+105,+1.5,+140,-165
2025-08-25,7:05 PM,Washington Nationals,5,New York Yankees,10,Final,Brad Lord,Cam Schlittler,9.0,-120,100,+195,-240,-1.5,+100,-120
2025-08-25,7:07 PM,Minnesota Twins,4,Toronto Blue Jays,10,Final,Joe Ryan,Max Scherzer,8.0,-105,-115,+125,-150,-1.5,-170,+145
2025-08-25,7:10 PM,Philadelphia Phillies,3,New York Mets,13,Final,Cristopher Sánchez,Kodai Senga,8.0,-105,-115,-125,+105,+1.5,+135,-160
2025-08-25,7:40 PM,Kansas City Royals,0,Chicago White Sox,7,Final,Noah Cameron,Shane Smith,8.5,-105,-115,-135,+115,+1.5,+120,-140
2025-08-25,7:40 PM,Arizona Diamondbacks,5,Milwaukee Brewers,7,Final,Eduardo Rodriguez,Brandon Woodruff,8.0,-110,-110,+150,-180,-1.5,-135,+115
2025-08-25,7:45 PM,Pittsburgh Pirates,6,St. Louis Cardinals,7,Final,Johan Oviedo,Michael McGreevy,7.5,-120,100,+115,-135,-1.5,-190,+160
2025-08-25,8:05 PM,Los Angeles Angels,4,Texas Rangers,0,Final,José Soriano,Jacob deGrom,7.0,-120,100,+165,-200,-1.5,-135,+115
2025-08-25,9:40 PM,San Diego Padres,6,Seattle Mariners,9,Final,JP Sears,Bryce Miller,8.5,-115,-105,+105,-125,-1.5,-200,+165
2025-08-25,10:05 PM,Detroit Tigers,3,Athletics,8,Final,Tarik Skubal,J.T. Ginn,9.0,-115,-105,-220,+180,+1.5,-135,+115
2025-08-25,10:10 PM,Cincinnati Reds,0,Los Angeles Dodgers,7,Final,Hunter Greene,Emmet Sheehan,8.0,-110,-110,+115,-135,-1.5,-180,+150
2025-08-26,6:35 PM,Boston Red Sox,5,Baltimore Orioles,0,Final,Lucas Giolito,Kyle Bradish,8.5,-120,100,-120,+100,+1.5,+135,-160
2025-08-26,6:40 PM,Tampa Bay Rays,0,Cleveland Guardians,3,Final,Shane Baz,Parker Messick,7.5,-115,-105,-105,-115,-1.5,-220,+180
2025-08-26,6:40 PM,Atlanta Braves,11,Miami Marlins,2,Final,Hurston Waldrep,Sandy Alcantara,8.0,-105,-115,-125,+105,+1.5,+135,-160
2025-08-26,7:05 PM,Washington Nationals,1,New York Yankees,5,Final,MacKenzie Gore,Luis Gil,9.0,-125,105,+165,-200,-1.5,-125,+105
2025-08-26,7:07 PM,Minnesota Twins,7,Toronto Blue Jays,5,Final,Bailey Ober,Chris Bassitt,8.5,-120,100,+170,-205,-1.5,-120,+100
2025-08-26,7:10 PM,Philadelphia Phillies,5,New York Mets,6,Final,Jesús Luzardo,Sean Manaea,8.5,100,-120,-110,-110,+1.5,+150,-180
2025-08-26,7:40 PM,Kansas City Royals,5,Chicago White Sox,4,Final,Michael Lorenzen,Martín Pérez,8.5,-115,-105,-120,+100,+1.5,+140,-165
2025-08-26,7:40 PM,Arizona Diamondbacks,8,Milwaukee Brewers,9,Final,Brandon Pfaadt,Jacob Misiorowski,8.0,-115,-105,+150,-180,-1.5,-140,+120
2025-08-26,7:45 PM,Pittsburgh Pirates,8,St. Louis Cardinals,3,Final,Mitch Keller,Andre Pallante,8.0,-110,-110,+105,-125,-1.5,-190,+160
2025-08-26,8:05 PM,Los Angeles Angels,3,Texas Rangers,7,Final,Yusei Kikuchi,Patrick Corbin,8.5,-115,-105,-105,-115,-1.5,-205,+170
2025-08-26,8:10 PM,Colorado Rockies,6,Houston Astros,1,Final,Tanner Gordon,Hunter Brown,8.0,-115,-105,+290,-370,-1.5,+150,-180
2025-08-26,9:40 PM,San Diego Padres,7,Seattle Mariners,6,Final,Dylan Cease,Luis Castillo,8.0,-115,-105,+100,-120,-1.5,-210,+175
2025-08-26,9:45 PM,Chicago Cubs,2,San Francisco Giants,5,Final,Matthew Boyd,Justin Verlander,7.5,-115,-105,-160,+135,+1.5,+115,-135
2025-08-26,10:05 PM,Detroit Tigers,6,Athletics,7,Final,Charlie Morton,Osvaldo Bido,11.0,-115,-105,-130,+110,+1.5,+115,-135
2025-08-26,10:10 PM,Cincinnati Reds,3,Los Angeles Dodgers,6,Final,Nick Martinez,Clayton Kershaw,8.5,-120,100,+165,-200,-1.5,-130,+110
2025-08-27,1:05 PM,Washington Nationals,2,New York Yankees,11,Final,Cade Cavalli,Max Fried,8.5,-105,-115,+230,-280,-1.5,+110,-130
2025-08-27,1:10 PM,Tampa Bay Rays,3,Cleveland Guardians,4,Final,Drew Rasmussen,Slade Cecconi,7.0,-110,-110,-150,+125,+1.5,+115,-135
2025-08-27,1:10 PM,Atlanta Braves,12,Miami Marlins,1,Final,Joey Wentz,Ryan Gusto,8.5,-115,-105,-120,+100,+1.5,+135,-160
2025-08-27,4:10 PM,San Diego Padres,3,Seattle Mariners,4,Final,Yu Darvish,Bryan Woo,7.5,-110,-110,+125,-150,-1.5,-170,+145
2025-08-27,6:35 PM,Boston Red Sox,3,Baltimore Orioles,2,Final,Brayan Bello,Dietrich Enns,9.0,100,-120,-140,+120,+1.5,+115,-135
2025-08-27,7:07 PM,Minnesota Twins,8,Toronto Blue Jays,9,Final,Simeon Woods Richardson,Eric Lauer,9.0,-115,-105,+155,-185,-1.5,-125,+105
2025-08-27,7:10 PM,Philadelphia Phillies,0,New York Mets,6,Final,Taijuan Walker,Nolan McLean,8.5,-120,100,+135,-160,-1.5,-160,+135
2025-08-27,7:40 PM,Kansas City Royals,12,Chicago White Sox,1,Final,Ryan Bergert,Aaron Civale,8.5,-115,-105,-130,+110,+1.5,+125,-150
2025-08-27,7:40 PM,Arizona Diamondbacks,3,Milwaukee Brewers,2,Final,Ryne Nelson,Aaron Ashby,8.5,-120,100,+120,-140,-1.5,-180,+150
2025-08-27,7:45 PM,Pittsburgh Pirates,2,St. Louis Cardinals,1,Final,Carmen Mlodzinski,Sonny Gray,7.5,100,-120,+150,-180,-1.5,-150,+125
2025-08-27,8:05 PM,Los Angeles Angels,3,Texas Rangers,20,Final,Jack Kochanowicz,Jacob Latz,8.5,-120,100,+140,-165,-1.5,-150,+125
2025-08-27,8:10 PM,Colorado Rockies,0,Houston Astros,4,Final,Chase Dollander,Framber Valdez,8.0,100,-120,+240,-300,-1.5,+110,-130
2025-08-27,8:40 PM,Cincinnati Reds,1,Los Angeles Dodgers,5,Final,Nick Lodolo,Shohei Ohtani,7.5,-120,100,+150,-180,-1.5,-135,+115
2025-08-27,9:45 PM,Chicago Cubs,3,San Francisco Giants,12,Final,Colin Rea,Carson Whisenhunt,8.5,-120,100,-135,+115,+1.5,+130,-155
2025-08-27,10:05 PM,Detroit Tigers,0,Athletics,7,Final,Casey Mize,Luis Morales,10.5,-115,-105,-130,+110,+1.5,+120,-140
2025-08-28,1:05 PM,Boston Red Sox,3,Baltimore Orioles,2,Final,Garrett Crochet,Cade Povich,8.0,-115,-105,-210,+175,+1.5,-130,+110
2025-08-28,2:10 PM,Colorado Rockies,3,Houston Astros,4,Final,Kyle Freeland,Jason Alexander,8.5,-105,-115,+205,-250,-1.5,+105,-125
2025-08-28,2:10 PM,Arizona Diamondbacks,6,Milwaukee Brewers,4,Final,Nabil Crismatt,Jose Quintana,9.0,100,-120,+135,-160,-1.5,-155,+130
2025-08-28,2:15 PM,Pittsburgh Pirates,1,St. Louis Cardinals,4,Final,Braxton Ashcraft,Miles Mikolas,8.0,-120,100,+100,-120,-1.5,-205,+170
2025-08-28,3:45 PM,Chicago Cubs,3,San Francisco Giants,4,Final,Shota Imanaga,Logan Webb,7.0,-125,105,-105,-115,-1.5,-230,+190
2025-08-28,6:45 PM,Atlanta Braves,4,Philadelphia Phillies,19,Final,Cal Quantrill,Aaron Nola,10.0,-110,-110,+150,-180,-1.5,-130,+110
2025-08-28,7:10 PM,Miami Marlins,7,New York Mets,4,Final,Adam Mazur,Clay Holmes,9.0,100,-120,+220,-270,-1.5,+105,-125
2025-08-28,7:40 PM,New York Yankees,10,Chicago White Sox,4,Final,Will Warren,Davis Martin,9.0,-115,-105,-185,+155,+1.5,-120,+100
2025-08-29,6:40 PM,St. Louis Cardinals,7,Cincinnati Reds,5,Final,Matthew Liberatore,Zack Littell,9.0,100,-120,+125,-150,-1.5,-180,+150
2025-08-29,6:45 PM,Tampa Bay Rays,4,Washington Nationals,1,Final,Adrian Houser,Mitchell Parker,9.0,-115,-105,-150,+125,+1.5,+115,-135
2025-08-29,6:45 PM,Atlanta Braves,1,Philadelphia Phillies,2,Final,Bryce Elder,Ranger Suárez,9.0,-120,100,+170,-205,-1.5,-120,+100
2025-08-29,7:07 PM,Milwaukee Brewers,7,Toronto Blue Jays,2,Final,Freddy Peralta,Shane Bieber,8.0,-105,-115,+120,-140,-1.5,-185,+155
2025-08-29,7:10 PM,Pittsburgh Pirates,4,Boston Red Sox,2,Final,Paul Skenes,Payton Tolle,8.0,-105,-115,+100,-120,-1.5,-210,+175
2025-08-29,7:10 PM,Seattle Mariners,4,Cleveland Guardians,5,Final,George Kirby,Logan Allen,8.0,100,-120,-160,+135,+1.5,+110,-130
2025-08-29,7:10 PM,Miami Marlins,9,New York Mets,19,Final,Eury Pérez,Jonah Tong,7.5,-120,100,+150,-180,-1.5,-150,+125
2025-08-29,7:40 PM,New York Yankees,10,Chicago White Sox,2,Final,Carlos Rodón,Yoendrys Gómez,8.5,-115,-105,-230,+190,+1.5,-130,+110
2025-08-29,8:10 PM,Los Angeles Angels,0,Houston Astros,2,Final,Tyler Anderson,Cristian Javier,9.0,-115,-105,+135,-160,-1.5,-155,+130
2025-08-29,8:10 PM,Detroit Tigers,5,Kansas City Royals,3,Final,Chris Paddack,Seth Lugo,9.0,-120,100,+100,-120,-1.5,-205,+170
2025-08-29,8:10 PM,San Diego Padres,4,Minnesota Twins,7,Final,Nestor Cortes,Zebby Matthews,8.5,-120,100,-125,+105,+1.5,+130,-155
2025-08-29,8:40 PM,Chicago Cubs,11,Colorado Rockies,7,Final,Cade Horton,Germán Márquez,11.0,-110,-110,-225,+185,+1.5,-150,+125
2025-08-29,10:05 PM,Texas Rangers,5,Athletics,2,Final,Jack Leiter,Jeffrey Springs,10.0,-110,-110,+125,-150,-1.5,-160,+135
2025-08-29,10:10 PM,Arizona Diamondbacks,3,Los Angeles Dodgers,0,Final,Zac Gallen,Blake Snell,8.5,-120,100,+190,-230,-1.5,-120,+100
